route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05878.jpg,none,both,0.8,"The image shows a combination of fire and smoke, with visible flames and smoke columns.",865.8,260.0,548.2,1201,56,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05901.jpg,none,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,889.7,261.8,572.7,1201,58,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05912.jpg,none,both,0.9,The image shows a wildfire with both flames and smoke visible.,829.9,262.0,509.6,1201,52,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05919.jpg,none,both,0.8,The image shows a wildfire with both flames and smoke visible.,824.2,260.0,508.9,1201,52,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05929.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,806.2,261.8,492.7,1201,50,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05933.jpg,none,none,0.0,No fire signals detected in the image.,781.6,262.3,460.2,1201,47,102.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05945.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,804.3,261.8,491.8,1201,50,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05957.jpg,none,both,0.9,"The image shows both flames and smoke, with the fire appearing as bright white spots and the smoke as grayish-white plumes obscuring the background.",1012.2,262.3,688.3,1201,70,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05959.jpg,none,both,0.8,The image shows a fire with visible flames and smoke.,810.8,262.8,488.0,1201,50,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05960.jpg,none,both,0.9,"The image shows two firefighters in yellow suits standing next to each other with fire hoses and equipment, with a bright light source behind them. There are also visible flames and smoke columns in the background.",1138.0,261.9,811.9,1201,82,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05977.jpg,none,both,0.8,The image shows a wildfire with both flames and smoke visible.,829.1,263.5,510.2,1201,52,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05979.jpg,none,both,0.8,"The image shows both flames and smoke, with the fire appearing as bright white spots and the smoke as grayish-white plumes obscuring the background.",1009.4,262.2,697.8,1201,70,100.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05984.jpg,none,both,0.9,"The image shows both flames and smoke, with the fire appearing as bright white spots and the smoke as a hazy grayish texture obscuring the background.",1010.0,262.1,692.9,1201,70,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB05997.jpg,none,both,0.8,"The image shows a combination of both flames and smoke, with the fire appearing as bright white blobs and the smoke as grayish-white plumes or hazy textures.",1065.2,261.9,739.9,1201,75,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06019.jpg,none,none,0.0,No fire signals detected in the image.,774.3,263.1,462.1,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06021.jpg,none,both,0.9,The image shows a large plume of smoke rising from a ground source and bright white glowing spots that represent fire.,934.0,263.5,618.0,1201,63,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06027.jpg,none,both,0.9,"The image shows a large fire with significant smoke, as evidenced by the dark gray plumes and bright white overexposed areas.",977.0,260.2,657.1,1201,67,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06030.jpg,none,both,0.9,"The image shows a large fire with significant smoke, indicating both flames and smoke are present.",880.1,261.6,559.2,1201,57,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06035.jpg,none,smoke,0.8,The image shows a large plume of smoke rising from an area in the distance.,875.5,262.0,557.8,1201,57,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06059.jpg,none,both,0.8,The image shows a large plume of smoke rising from the ground and bright white fire spots in the field.,915.8,262.1,601.1,1201,61,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06060.jpg,none,both,0.9,The image shows a volcanic eruption with both visible flames and smoke.,864.4,262.0,554.2,1201,56,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06064.jpg,none,smoke,0.9,The image shows a large plume of dark gray smoke rising from an unseen source.,885.6,262.1,571.8,1201,58,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06073.jpg,none,both,0.8,The image shows a large fire with significant smoke in the background.,831.0,263.0,512.6,1201,52,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06078.jpg,none,both,0.95,The image shows a volcanic eruption with both visible flames and smoke.,875.8,262.3,564.8,1201,57,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06080.jpg,none,both,0.8,The image shows a large fire with significant smoke in the background.,825.3,261.7,510.8,1201,52,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06085.jpg,none,both,0.9,The image shows a wildfire with both visible flames and smoke.,826.6,260.5,509.6,1201,52,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06095.jpg,none,both,0.9,"The image shows both fire and smoke, with the fire appearing as bright white spots and the smoke as a grayish-white plume.",979.3,260.3,670.0,1201,67,100.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06108.jpg,none,smoke,0.9,"The image shows a large area of smoke rising from the ground, obscuring the background and vegetation unnaturally.",959.9,262.3,641.6,1201,65,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06109.jpg,none,both,0.9,The image shows a wildfire with both visible flames and smoke.,823.5,261.7,509.8,1201,52,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06111.jpg,none,none,0.0,No fire or smoke signals detected in the image.,801.2,262.3,487.1,1201,49,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06118.jpg,none,both,0.8,The image shows a large wildfire with both flames and smoke visible.,840.4,262.6,525.2,1201,53,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06120.jpg,none,none,0.0,No fire or smoke signals detected in the image.,798.2,262.4,480.7,1201,49,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06121.jpg,none,both,0.8,"The image shows both flames and smoke, with the fire appearing as bright white blobs and the smoke as grayish-white plumes.",974.5,261.1,661.7,1201,67,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06136.jpg,none,both,0.8,The image shows a wildfire with both flames and smoke visible.,830.4,261.9,513.5,1201,52,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06147.jpg,none,both,0.8,The image shows a fire with visible flames and smoke.,806.6,261.5,493.9,1201,50,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06150.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,819.7,261.0,491.8,1201,50,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06152.jpg,none,both,0.8,The image shows a forest fire with both visible flames and smoke.,830.0,262.1,512.2,1201,52,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06153.jpg,none,none,0.0,No fire or smoke signals detected in the image.,795.9,262.3,485.1,1201,49,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06156.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,804.7,262.7,496.2,1201,50,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06171.jpg,none,both,0.8,The image shows a wildfire with both visible flames and smoke.,825.9,261.3,512.5,1201,52,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06180.jpg,none,none,0.0,No fire or smoke signals detected in the image.,804.7,262.4,480.3,1201,49,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06187.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,818.2,261.6,494.6,1201,50,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06191.jpg,none,none,0.0,No fire or smoke signals detected in the image.,807.3,263.2,479.5,1201,49,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06193.jpg,none,none,0.0,No fire signals detected in the image.,778.7,262.6,462.6,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06195.jpg,none,both,0.8,The image shows a large fire with significant smoke in the background.,827.9,264.2,513.1,1201,52,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06198.jpg,none,none,0.0,No fire signals detected in the image.,784.7,262.3,463.8,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06200.jpg,none,both,0.9,The image shows a fire with visible flames and smoke.,818.1,263.3,493.2,1201,50,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06203.jpg,none,both,0.8,The image shows a large plume of smoke and several bright fire spots.,846.6,263.2,532.8,1201,54,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06207.jpg,none,none,0.0,No fire or smoke signals detected in the image.,809.9,261.0,480.8,1201,49,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06210.jpg,none,none,0.0,No fire or smoke signals detected in the image.,808.6,262.4,483.3,1201,49,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06216.jpg,none,both,0.8,The image shows a large plume of smoke rising from the ground and a bright white overexposed fire blob in the foreground.,973.6,262.3,651.3,1201,66,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06220.jpg,none,none,0.0,No fire signals detected in the image.,775.8,261.8,463.0,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06223.jpg,none,both,0.8,The image shows a building fire with visible flames and smoke rising from the structure.,856.9,262.0,544.2,1201,55,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06224.jpg,none,none,0.0,No fire or smoke signals detected in the image.,804.6,262.2,481.0,1201,49,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06235.jpg,none,none,0.0,No fire signals detected in the image.,772.7,262.2,464.7,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06238.jpg,none,none,0.0,No fire signals detected in the image.,777.7,263.3,464.9,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06278.jpg,none,none,0.0,No fire signals detected in the image.,775.0,262.4,460.0,1201,47,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06279.jpg,none,both,0.9,The image shows a building with visible flames and smoke columns.,813.8,261.7,503.0,1201,51,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06283.jpg,none,both,0.9,The image shows a city with visible fire and smoke.,807.1,261.7,491.4,1201,50,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06303.jpg,none,none,0.0,No fire signals detected in the image.,777.6,264.5,461.5,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06305.jpg,none,both,0.8,The image shows a fire with visible flames and smoke.,809.4,262.3,494.5,1201,50,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06306.jpg,none,both,0.9,The image shows a large fire with significant smoke in the background.,824.8,261.9,512.0,1201,52,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06321.jpg,none,none,0.0,No fire signals detected in the image.,777.7,263.3,462.9,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06337.jpg,none,both,0.9,The image shows a helicopter dropping water on a fire with visible flames and smoke.,864.2,260.4,552.6,1201,56,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06339.jpg,none,both,0.8,The image shows a wildfire with both flames and smoke visible.,823.5,261.9,511.2,1201,52,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06346.jpg,none,both,0.9,The image shows a firefighter standing in front of a vehicle with smoke and flames visible in the background.,940.7,261.2,610.7,1201,62,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06350.jpg,none,both,0.8,"The image shows both visible flames and smoke columns, with the fire appearing as bright white blobs surrounded by a halo of overexposed pixels.",1005.0,262.0,683.7,1201,69,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06352.jpg,none,both,0.8,The image shows a large fire with significant smoke in the background.,831.2,262.8,510.4,1201,52,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06361.jpg,none,both,0.9,The image shows a wildfire with both visible flames and smoke.,829.5,262.5,515.8,1201,52,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06365.jpg,none,both,0.8,The image shows a fire with visible flames and smoke.,814.7,262.2,496.9,1201,50,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06371.jpg,none,none,0.0,No clear signs of fire or smoke in the image provided.,817.4,263.2,501.9,1201,51,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06372.jpg,none,none,0.0,The image provided does not show any clear signs of fire or smoke.,839.1,262.7,519.8,1201,53,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06374.jpg,none,none,0.0,No fire or smoke signals detected in the image.,795.2,264.3,485.4,1201,49,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06375.jpg,none,smoke,0.8,The image shows a plume of smoke rising into the sky.,836.2,262.9,519.6,1201,53,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06387.jpg,none,none,0.0,No fire signals detected in the image.,778.6,263.1,463.9,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06388.jpg,none,both,0.9,The image shows a wildfire with both flames and smoke visible.,826.5,259.9,516.0,1201,52,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06395.jpg,none,both,0.9,The image shows both visible flames and smoke columns rising above the cityscape.,847.8,260.9,535.5,1201,54,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06397.jpg,none,smoke,0.8,The image shows a wildfire with visible smoke columns rising from the ground.,857.3,260.7,544.5,1201,55,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06406.jpg,none,both,0.9,"The image shows both flames and smoke, with the fire appearing as bright white blobs and the smoke as grayish-white plumes obscuring the background.",1020.0,263.2,701.9,1201,71,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06418.jpg,none,none,0.0,No fire signals detected in the image.,777.5,260.0,463.9,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06421.jpg,none,smoke,0.7,The image shows a hazy sky with smoke visible in the distance.,842.2,262.4,533.2,1201,54,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06425.jpg,none,both,0.9,The image shows a large fire with significant smoke in the background.,823.2,260.2,514.3,1201,52,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06427.jpg,none,none,0.0,No fire or smoke signals detected in the image.,803.8,261.0,480.4,1201,49,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06430.jpg,none,smoke,0.8,Smoke rising from a building in the background.,812.6,263.1,499.9,1201,50,100.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06434.jpg,none,none,0.0,No clear signs of fire or smoke in the image provided.,817.3,263.6,502.3,1201,51,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06444.jpg,none,none,0.0,No visible fire signals in the image.,780.9,261.5,464.0,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06445.jpg,none,none,0.0,No fire signals detected in the image.,788.2,264.5,463.6,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06451.jpg,none,both,0.9,The image shows a wildfire with both flames and smoke visible.,829.1,263.4,516.5,1201,52,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06467.jpg,none,none,0.0,No fire or smoke signals detected in the image.,804.6,262.3,484.0,1201,49,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06475.jpg,none,none,0.0,No clear indications of fire or smoke in the image.,826.2,262.5,504.6,1201,51,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06483.jpg,none,both,0.8,The image shows a large fire with significant smoke in the sky.,830.9,262.3,514.7,1201,52,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06486.jpg,none,none,0.0,No fire signals detected in the image.,778.0,263.9,463.5,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06496.jpg,none,none,0.0,No fire or smoke signals detected in the image.,794.0,261.4,483.1,1201,49,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06497.jpg,none,none,0.0,No fire signals detected in the image.,786.2,262.2,467.8,1201,47,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06498.jpg,none,none,0.0,No fire signals detected in the image.,785.2,263.3,463.1,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06505.jpg,none,smoke,0.8,The image shows a plume of smoke rising from the ground in a forested area.,893.7,261.0,575.5,1201,58,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06516.jpg,none,none,0.0,No fire signals detected in the image.,776.4,263.9,458.7,1201,47,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06518.jpg,none,none,0.0,No fire signals detected in the image.,775.4,260.5,462.6,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06522.jpg,none,none,0.0,No fire signals detected in the image.,775.0,262.1,462.4,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06524.jpg,none,none,0.0,No fire signals detected in the image.,776.2,261.5,465.7,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06526.jpg,none,none,0.0,No fire signals detected in the image.,778.3,262.8,462.7,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06534.jpg,none,none,0.0,No fire signals detected in the image.,775.5,262.0,463.2,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06538.jpg,none,none,0.0,No fire signals detected in the image.,778.6,263.9,464.5,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06541.jpg,none,none,0.0,No fire or smoke signals detected in the image.,795.6,262.7,484.1,1201,49,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06547.jpg,none,both,0.8,The image shows a cityscape with visible fire and smoke.,814.5,261.7,503.3,1201,51,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06550.jpg,none,smoke,0.9,The image shows a large plume of smoke rising from the ground in an open field.,886.8,264.0,571.1,1201,58,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06553.jpg,none,none,0.0,No fire or smoke signals detected in the image.,795.0,262.2,481.0,1201,49,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06559.jpg,none,none,0.0,The image provided does not contain any clear indications of fire or smoke.,850.2,260.2,537.0,1201,54,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06567.jpg,none,smoke,0.8,"The image shows a large area of smoke rising from the ground, obscuring the background and vegetation.",917.2,262.2,607.8,1201,61,100.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06568.jpg,none,both,0.9,The image shows a wildfire with both visible flames and smoke.,825.5,262.5,513.1,1201,52,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06579.jpg,none,smoke,0.8,The image shows a large area of smoke in the background with some hazy areas and a faint glow around it.,938.8,262.2,627.0,1201,63,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06583.jpg,none,smoke,0.8,"The image shows a large area of smoke in the background, with some areas appearing to be overexposed or glowing brightly.",978.3,262.6,661.5,1201,67,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06587.jpg,none,smoke,0.8,"The image shows a grayish-white plume of smoke rising from the ground, obscuring the background and vegetation unnaturally.",996.0,262.5,687.2,1201,69,100.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06592.jpg,none,none,0.0,No fire signals detected in the image.,781.1,263.7,460.8,1201,47,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06593.jpg,none,both,0.8,The image shows both visible flames and smoke.,785.6,260.4,470.5,1201,48,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06599.jpg,none,none,0.0,The image provided is too blurry and lacks detail to confidently detect any fire signals.,886.8,262.3,574.7,1201,58,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06602.jpg,none,none,0.0,No fire signals detected in the image.,772.5,263.9,457.0,1201,47,102.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06604.jpg,none,none,0.0,No fire signals detected in the image.,775.5,259.9,463.0,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06622.jpg,none,both,0.8,The image shows a fire with visible flames and smoke.,802.8,261.2,495.0,1201,50,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06634.jpg,none,none,0.0,No fire or smoke signals detected in the image.,794.6,262.0,482.6,1201,49,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06637.jpg,none,none,0.0,No fire signals detected in the image.,773.0,261.8,463.8,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06640.jpg,none,none,0.0,No fire signals detected in the image.,772.9,260.5,465.5,1201,47,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06642.jpg,none,none,0.0,No fire signals detected in the image.,773.4,261.2,459.4,1201,47,102.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06645.jpg,none,none,0.0,No fire or smoke signals detected in the image.,793.7,263.4,483.2,1201,49,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06647.jpg,none,none,0.0,No fire signals detected in the image.,776.5,262.0,461.2,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06648.jpg,none,none,0.0,No fire signals detected in the image.,779.2,263.6,464.1,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06653.jpg,none,none,0.0,No fire or smoke signals detected in the image.,793.7,261.3,482.7,1201,49,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06655.jpg,none,none,0.0,No fire signals detected in the image.,777.7,261.5,466.1,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06667.jpg,none,none,0.0,No clear indication of fire or smoke in the image.,805.4,262.8,491.1,1201,50,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06675.jpg,none,both,0.95,The image shows a large fire with significant smoke in the air.,834.2,260.9,522.8,1201,53,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06680.jpg,none,both,0.9,The image shows a scene with both visible flames and smoke.,815.6,260.7,504.5,1201,51,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06686.jpg,none,none,0.0,No fire or smoke signals detected in the image.,797.0,262.2,476.9,1201,49,102.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06691.jpg,none,both,0.9,"The image shows a large fire with significant smoke, as evidenced by the bright white and yellow glowing spots and the grayish-white plumes obscuring the background.",1058.5,263.0,739.5,1201,75,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06692.jpg,none,both,0.9,The image shows a large plume of smoke billowing into the sky and bright white fire spots on the ground.,926.5,261.9,613.1,1201,62,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06693.jpg,none,both,0.95,The image shows a building with visible flames and smoke.,813.7,262.5,499.3,1201,51,102.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06702.jpg,none,both,0.8,"The image shows a combination of both fire and smoke, with visible flames and smoke columns rising above the area.",930.3,262.3,604.1,1201,61,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB06703.jpg,none,smoke,0.8,The image shows a plume of smoke rising into the sky.,842.9,263.6,522.5,1201,53,101.4
